,SRR_id,tissue_name,STAR_mapping_rate [%],SRR_filesize_bytes,fastq_filesize_bytes,bam_filesize_bytes,index_release,n_spots,nproc,instance_type,library_layout,instance_id,execution_mode,s3_path,prefetch_start_time,prefetch_end_time,fasterq_dump_start_time,fasterq_dump_end_time,star_start_time,star_end_time,deseq2_star_start_time,deseq2_star_end_time
0,SRR13870534,adipose_tissue,91.54,314758873,2045699632,515202903,111,3755101,8,r6i.2xlarge,paired,i-01a072c1627b6ab26,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/adipose_tissue/normalized_counts/SRR13870534_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:02,2024-03-03T13:15:02,2024-03-03T13:15:07,2024-03-03T13:15:07,2024-03-03T13:15:43,2024-03-03T13:15:43,2024-03-03T13:16:10
1,SRR6742594,adipose_tissue,87.35,3416278879,20709104648,5846959987,111,46310790,8,r6i.2xlarge,paired,i-0274931caed2a410c,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/adipose_tissue/normalized_counts/SRR6742594_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:16:12,2024-03-03T13:16:12,2024-03-03T13:17:22,2024-03-03T13:17:22,2024-03-03T13:24:10,2024-03-03T13:24:10,2024-03-03T13:24:26
2,SRR16775393,breast_cells,92,2462241928,26699242512,3307922113,111,38322275,8,r6i.2xlarge,paired,i-0e8e60707bf274e43,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/breast_cells/normalized_counts/SRR16775393_STAR_normalized_counts.tsv,2024-03-03T13:14:57,2024-03-03T13:15:59,2024-03-03T13:15:59,2024-03-03T13:17:26,2024-03-03T13:17:26,2024-03-03T13:25:12,2024-03-03T13:25:12,2024-03-03T13:25:28
3,SRR20740669,breast_cells,89.36,976305944,6605376766,1276773525,111,23251123,8,r6i.2xlarge,single,i-0fe69e3890ff2d966,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/breast_cells/normalized_counts/SRR20740669_STAR_normalized_counts.tsv,2024-03-03T13:14:57,2024-03-03T13:15:21,2024-03-03T13:15:21,2024-03-03T13:15:39,2024-03-03T13:15:39,2024-03-03T13:17:45,2024-03-03T13:17:45,2024-03-03T13:18:01
4,SRR2973332,breast_cells,85.46,528883438,2263926608,699597482,111,4058599,8,r6i.2xlarge,paired,i-00f90078dd0f4bfd9,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/breast_cells/normalized_counts/SRR2973332_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:07,2024-03-03T13:15:07,2024-03-03T13:15:12,2024-03-03T13:15:12,2024-03-03T13:16:21,2024-03-03T13:16:21,2024-03-03T13:16:34
5,SRR3290912,breast_cells,85.31,1850689124,12395401176,3759935046,111,34297500,8,r6i.2xlarge,paired,i-02f1da2a55ef88c76,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/breast_cells/normalized_counts/SRR3290912_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:38,2024-03-03T13:15:38,2024-03-03T13:16:17,2024-03-03T13:16:17,2024-03-03T13:19:36,2024-03-03T13:19:36,2024-03-03T13:19:52
6,SRR5735068,breast_cells,84.66,1586324337,16260955208,3875213117,111,44428924,8,r6i.2xlarge,paired,i-0897ab628ca9e17d6,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/breast_cells/normalized_counts/SRR5735068_STAR_normalized_counts.tsv,2024-03-03T13:14:57,2024-03-03T13:15:34,2024-03-03T13:15:34,2024-03-03T13:16:25,2024-03-03T13:16:25,2024-03-03T13:22:35,2024-03-03T13:22:35,2024-03-03T13:22:51
7,SRR12540641,breast_cells,75.94,3976002212,25726980588,6203818342,111,36713549,8,r6i.2xlarge,paired,i-06ddd875879e268ba,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/breast_cells/normalized_counts/SRR12540641_STAR_normalized_counts.tsv,2024-03-03T13:14:56,2024-03-03T13:16:23,2024-03-03T13:16:23,2024-03-03T13:17:48,2024-03-03T13:17:48,2024-03-03T13:27:52,2024-03-03T13:27:52,2024-03-03T13:28:08
8,SRR17222363,endometrium,92.98,2250330025,18646719732,2490790140,111,24268923,8,r6i.2xlarge,paired,i-085c4f3b2c9063bb3,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endometrium/normalized_counts/SRR17222363_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:53,2024-03-03T13:15:53,2024-03-03T13:16:51,2024-03-03T13:16:51,2024-03-03T13:26:30,2024-03-03T13:26:30,2024-03-03T13:26:46
9,SRR16212318,endometrium,90.55,4753222096,45656261284,5869736054,111,51127409,8,r6i.2xlarge,paired,i-0c3145bb3b5deae31,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endometrium/normalized_counts/SRR16212318_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:16:48,2024-03-03T13:16:48,2024-03-03T13:20:38,2024-03-03T13:20:38,2024-03-03T13:35:24,2024-03-03T13:35:24,2024-03-03T13:35:45
10,SRR6286060,endometrium,88.95,12593097152,67094509420,11386272087,111,95101538,8,r6i.2xlarge,paired,i-082b1ea39f58bd790,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endometrium/normalized_counts/SRR6286060_STAR_normalized_counts.tsv,2024-03-03T13:18:02,2024-03-03T13:22:55,2024-03-03T13:22:55,2024-03-03T13:28:57,2024-03-03T13:28:57,2024-03-03T13:49:42,2024-03-03T13:49:42,2024-03-03T13:49:49
11,SRR11653996,endometrium,7.41,3936225218,26867333576,5959682207,111,34737400,8,r6i.2xlarge,paired,i-0f8e69a24fb442cc0,EC2,s3://neardata-star-ec2-other/STAR/low_mapping_rate/endometrium/normalized_counts/SRR11653996_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:16:22,2024-03-03T13:16:22,2024-03-03T13:17:55,2024-03-03T13:17:55,2024-03-03T13:48:08,2024-03-03T13:48:08,2024-03-03T13:48:30
12,SRR12235078,endothelium,87.96,1315865469,6836599308,1651346137,111,19431176,8,r6i.2xlarge,single,i-082b1ea39f58bd790,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR12235078_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:15:24,2024-03-03T13:15:24,2024-03-03T13:15:39,2024-03-03T13:15:39,2024-03-03T13:17:45,2024-03-03T13:17:45,2024-03-03T13:18:01
13,SRR21986285,endothelium,80.42,617689140,4449293694,1102623269,111,19204009,8,r6i.2xlarge,single,i-01a072c1627b6ab26,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR21986285_STAR_normalized_counts.tsv,2024-03-03T13:19:34,2024-03-03T13:19:51,2024-03-03T13:19:51,2024-03-03T13:20:03,2024-03-03T13:20:03,2024-03-03T13:21:52,2024-03-03T13:21:52,2024-03-03T13:21:58
14,SRR14233734,endothelium,79.38,404785467,2244972644,867133760,111,12442484,8,r6i.2xlarge,single,i-0fe69e3890ff2d966,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR14233734_STAR_normalized_counts.tsv,2024-03-03T13:18:02,2024-03-03T13:18:13,2024-03-03T13:18:13,2024-03-03T13:18:20,2024-03-03T13:18:20,2024-03-03T13:19:24,2024-03-03T13:19:24,2024-03-03T13:19:29
15,SRR6879134,endothelium,78.4,8995876464,81048949452,16741897555,111,117391579,8,r6i.2xlarge,paired,i-059192b95f5174b27,EC2,s3://neardata-star-ec2-other/STAR/high_mapping_rate/endothelium/normalized_counts/SRR6879134_STAR_normalized_counts.tsv,2024-03-03T13:14:54,2024-03-03T13:18:24,2024-03-03T13:18:24,2024-03-03T13:25:37,2024-03-03T13:25:37,2024-03-03T13:58:38,2024-03-03T13:58:38,2024-03-03T13:59:01
